名稱,經度,緯度
中油南寮加油站,120.927897,24.845864
臺鐵竹南車站(多站),120.880383,24.687066
板橋第一體育場站(多站),121.467096,25.010119
中油美得潭子加油站,120.702444,24.197028
中油新樹加油站(多站),121.440719,25.033311
福懋新美加油站,120.529247,24.09573
臺北市萬華站前廣場站(多站),121.500275,25.033865
蘭潭國小停14停車場站,120.472786,23.476024
7-ELEVEN 期建店站,120.182161,22.988472
Gogoro 桃園三民服務中心站,121.307576,24.983339
中油竹山延平加油站,120.709679,23.77542
山隆大里加油站(多站),120.684547,24.096565
全家基隆中山店站,121.740529,25.13812
HiLife 高市神農店站(多站),120.391815,22.649519
中油好客加油站,121.07378,24.775366
全家新竹金湖店站(多站),120.967357,24.78286
美廉社新竹崧嶺店站,120.95563,24.79521
7-ELEVEN 金倫店站,120.963694,22.531401
7-ELEVEN 明城店站,120.32192,23.855759
全聯豐原田心店站,120.72107,24.239562
統冠超市慶豐店站(多站),121.569924,23.978401
福懋中壢加油站,121.196617,24.975352
Gogoro 北屯文心服務中心站,120.695002,24.171176
新北市永和仁愛公園站(仁愛路側)C,121.506813,25.00996
順發3C潮州店站,120.540136,22.557923
台糖大林加油站,120.459967,23.59673
全聯台中龍門店站(多站),120.633922,24.162358
全家台南仁德仁紡店站(多站),120.253367,22.963297
中油官田加油站,120.337432,23.179906
7-ELEVEN 和全店站(多站),120.505733,24.114082
全聯淡水中山店站(多站),121.444488,25.184408
中油板和加油站,121.480797,25.009746
PGO 高雄明誠店站,120.314311,22.659934
新北市老街第二停車場站,121.343251,24.949498
PGO 中壢元化店站,121.220304,24.962742
台南市北區北成路38巷停車場站(多站),120.210561,23.018856
全聯平鎮中豐店站,121.210527,24.910752
高雄市養工處民族二路站(多站),120.3133,22.63463
臺鐵臺北貨運所基隆車站,121.737896,25.131071
宏佳騰台南東區店站(多站),120.229819,22.981652
台南市友愛街立體機車停車場站(多站),120.205876,22.991001
Gogoro 左營自由四服務中心站,120.317981,22.68667
車之輪嘉西門市站,120.42866,23.48066
全聯長治潭頭店站,120.525335,22.675655
臺中市文心路辦公園區站(多站),120.648401,24.160122
中油日清加油站,121.06432,24.78783
Gogoro 桃園服務中心站,121.318503,24.990961
全聯頭份中央店站,120.891643,24.694585
桃園市上海停車場站,121.207039,24.913552
全聯清水中興店站(多站),120.574976,24.271924
Gogoro 中壢環西門市店站,121.207197,24.95936
全聯新屋中山店站,121.101065,24.973058
奇美醫院第五停車場站(多站),120.21744,23.019766
新市法庭停車場站(多站),120.290036,23.07332
中油勝中加油站,120.544489,24.02102
中油坤業加油站,121.362999,25.001212
府前停18停車場站,120.18903,22.992178
7-ELEVEN 見晴園店站(多站),121.158163,24.041202
東橋八街停車場站(多站),120.234118,23.020649
新北市養工處淡水濱海路站(多站),121.444336,25.188901
中油光明加油站,120.479941,24.001521
全聯南投學藝店站,120.688614,23.950059
新北市環河公園停車場站,121.450602,25.016546
中油清水加油站,120.578493,24.277794
新北市智興立體停車場站(多站),121.657203,25.064074
7-ELEVEN 港區店站,120.529627,24.253208
全聯彰化伸港店站,120.48681,24.149015
中油台糖建軍加油站,120.360871,22.598052
桃園市大溪區農會站,121.328708,24.831901
全家仁愛賽德克店站,121.086942,24.003633
Gogoro 三民鼎強服務中心站,120.320709,22.665479
全聯神岡五權店站,120.713099,24.258702
全聯桃園大業店站(多站),121.310998,25.017193
全聯蘆竹南竹店站,121.283554,25.039077
新北市台65橋下站,121.442049,25.04497
台灣聯通大順場站(多站),120.327191,22.640504
全家台中萬代福店站(多站),120.679971,24.146474
全聯台中豐樂店站,120.6432,24.133502
HiLife 桃縣桃楚店站,121.258219,25.105567
7-ELEVEN 鹽新店站,120.273603,23.310781
中石化大社廠壘球場站(多站),120.32367,22.733716
光華數位新天地站(多站),121.53169,25.045537
中油武陵加油站,121.284829,24.988293
中油美得新城加油站,121.608803,24.022508
全聯平鎮上海店站(多站),121.2062,24.916094
中油沿海加油站,120.162944,23.610233
台亞仁武加油站(多站),120.340417,22.709696
台糖大進加油站,121.417794,23.653372
全家平鎮富民店站,121.203087,24.952979
臺中市建國公有零售市場站(多站),120.693383,24.133968
車太炫自助洗車宜蘭嵐峰店站(多站),121.753972,24.74245
中油新生北路加油站,121.527967,25.056599
7-ELEVEN 豐收店站(多站),120.461412,23.562027
中油東河加油站,121.299926,22.966054
台中 JMall 商場站(多站),120.616256,24.182875
Gogoro 高雄岡山店站,120.296495,22.789816
大鳥摩哆站,120.623109,24.173656
中油蘆洲加油站,121.473597,25.085095
新北市淺水灣海濱公園站,121.47138,25.252216
Gogoro 仁武仁雄門市站,120.350645,22.680604
全家八德櫻花店站,121.319223,24.949073
璨揚企業站,120.154156,23.041927
7-ELEVEN 和緯店站,120.206329,23.012312
中油勝美加油站,120.50822,24.04635
Gogoro 西屯福星北服務中心站,120.644594,24.183963
7-ELEVEN 觀成店站,121.124185,25.054788
臺中市政府衛生局站(多站),120.714238,24.248109
竹光國民運動中心站(多站),120.95331,24.807285
Gogoro 台南大灣門市站,120.253906,22.999351
中油全鋒台茂加油站,121.27521,25.070848
全聯鳳山經武店站,120.364188,22.64036
台北捷運迴龍站(多站),121.410962,25.021181
中油五分埔加油站,121.095922,24.821191
Gogoro 泰山明志門市站,121.425077,25.041777
Gogoro 屏東和平服務中心站,120.477538,22.679856
中油四海加油站(多站),121.621383,25.055113
全聯嘉義吳鳳店站,120.457221,23.461048
臺北市新生公園停車場站(多站),121.53104,25.068626
中油永交加油站,120.2476,23.042525
宏佳騰北屯中清店站(多站),120.662931,24.187878
7-ELEVEN 逢喜店站,120.640748,24.176012
HiLife 中縣中神店站(多站),120.655581,24.258931
中油來來加油站,120.876316,24.660727
全家大里河堤店站,120.69709,24.100778
HiLife 新竹竹亮店站,120.979972,24.803544
Gogoro 永康中華店站,120.235307,23.003071
中油百祥加油站,120.926565,24.787022
中油福雅加油站,120.628877,24.2053
臺北市公有成德市場站(多站),121.586801,25.046212
第一銀行中山分行站,121.52322,25.056055
TOYOTA 蘇澳保修站,121.832801,24.623626
中油學甲中正路加油站,120.189412,23.244193
HiLife 北縣飛和店站,121.483745,25.011849
7-ELEVEN 伸濱店站,120.486921,24.151623
中油建興加油站,120.615771,24.412217
臺中市廣停130停車場站(多站),120.630032,24.159916
第一銀行草屯分行站,120.684366,23.976607
Gogoro 天母忠誠門市站,121.528455,25.104879
南科創新一館停車場B1F站,120.284606,23.098369
中油獅潭加油站,120.924426,24.546979
Gogoro 豐原中正門市店站,120.721911,24.253142
HiLife 豐原三和店站,120.704364,24.231719
中油正洋加油站,121.61276,24.997894
新竹市中正路226巷路邊停車場站(多站),120.96552,24.8108
7-ELEVEN 彰德店站,120.589611,24.082698
全家楊梅金山店站(多站),121.16225,24.912707
宜蘭礁溪轉運站(多站),121.777652,24.830736
金華屋婚宴會館站(多站),120.682312,24.183726
高雄市仁武區農會大灣分部站(多站),120.341567,22.676891
正一五金行更生店站(多站),121.144105,22.761046
中油廣源加油站,121.076837,24.770682
新北市中正南路橋下停車場站,121.49314,25.060765
WO Hotel 窩飯店站(多站),120.288832,22.630958
明新科技大學站(多站),120.990379,24.864654
中油陞泰加油站,120.709507,23.832968
俥亭停車場義華站,120.342716,22.642395
宏佳騰汐止康寧店站,121.627349,25.06742
中油九如東寧加油站,120.488893,22.720075
迪卡儂台中北屯店站,120.660152,24.19108
統冠超市太昌店站(多站),121.574743,23.991339
愛買豐原店站(多站),120.734851,24.255753
7-ELEVEN 姐妹店站(多站),121.55005,23.953448
Gogoro 五甲服務中心站,120.32698,22.592382
中油縱貫永大加油站,120.257614,22.988174
中油康寧加油站,121.608415,25.071809
中油大灣加油站,120.248888,22.998413
福懋歸仁加油站,120.308245,22.963787
臺南市北區公園路停車場站(多站),120.20966,23.00275
中油國聖加油站,120.569661,24.094802
新北市碧華國民小學地下停車場B1F站,121.48914,25.084437
7-ELEVEN 德緯店站,120.203629,23.014208
臺北市民權公園站(多站),121.558338,25.062066
千葉火鍋大昌店站(多站),120.331612,22.645641
全聯宜蘭健康店站(多站),121.751398,24.747998
814生鮮超市枋寮店站,120.594594,22.367153
Gogoro 三重成功門市站(多站),121.48764,25.05184
7-ELEVEN 濱海店站,121.243208,25.104733
eReady 台中旗艦店站(多站),120.692405,24.161347
全聯屏東林森店站,120.494274,22.668561
全聯小港店北店站(多站),120.351212,22.562672
中油台糖成功加油站,120.305109,22.596899
康是美鳳揚藥局店站(多站),120.35063,22.64083
宜家家居南屯店站,120.642856,24.147611
家樂福便利購桃園文化七店站(多站),121.366802,25.051801
楓康超市青海店站,120.636411,24.176111
全聯新莊龍安店站,121.413277,25.020932
中油八德路加油站,121.723453,25.104102
高雄市旗津復興社區站(多站),120.272907,22.605473
全聯大園和平店站,121.200064,25.061972
車太炫自助洗車竹北嘉興店站,121.033282,24.823609
佳里國小廣停二停車場站,120.172299,23.163047
中油東大加油站,120.601056,24.182703
台亞龍潭交流道加油站,121.220292,24.85517
西歐新竹中華加油站(多站),120.981899,24.808151
摩斯漢堡格致店站(多站),121.546446,25.137979
新北市石碇區公所站,121.658121,24.991437
桃園市楊梅埔心車站後站停車場站,121.182955,24.919665
全聯屏東南州店站,120.511703,22.489626
全聯南投集集店站,120.79372,23.82785
全聯竹山集山店站,120.700597,23.763265
新北市永和國光路站(多站),121.51958,25.008443
Gogoro 蘆洲中原門市店站,121.461656,25.083592
Gogoro 鳳山五甲門市站,120.356744,22.620788
南投縣南投市公所站(多站),120.686976,23.911492
台南市南區萬年三街機車停車場站,120.187187,22.934257
西歐桃園中山加油站,121.26598,24.975859
新北市中和公園站(多站),121.513233,24.999397
全聯台中北屯店站,120.695583,24.167673
新北市三峽國小地下停車場站,121.367467,24.934933
新北市養工處新莊思源路站(多站),121.459658,25.056104
臺中市廣停二停車場站(多站),120.608706,24.106058
新北市六張公園站(多站),121.493912,25.069906
中油蘇澳加油站(多站),121.847155,24.59617
全家沙鹿正英店站(多站),120.580386,24.20982
中油八里加油站,121.42297,25.158857
全聯平鎮環南店站,121.218551,24.940482
7-ELEVEN 聖華店站,120.93236,24.84112
日月亭廣明二站(多站),121.21426,24.95508
全聯白河國泰店站,120.412931,23.348053
eReady 新莊思源店站(多站),121.459666,25.047207
全聯新竹武陵店站,120.967768,24.820544
Gogoro 蘆洲三民服務中心站,121.470657,25.087825
Gogoro 台中公益門市站,120.660591,24.150771
新北市四維公園地下停車場站,121.463922,25.025689
台電楓港服務所站,120.691541,22.190412
臺鐵竹中車站(多站),121.031859,24.781093
中油荒野加油站,121.046966,22.691188
新北市福營休閒廣場站(多站),121.424266,25.023881
中油興化加油站,121.464616,25.044648
中油大城加油站,120.329561,23.86391
Gogoro 中和員山門市站(多站),121.481292,25.003016
新竹士林市場站,120.96016,24.82087
HiLife 中壢桃合店站,121.244508,24.997162
淡江大學五虎崗停車場站(多站),121.453163,25.175233
臺北市金湖路站(多站),121.601101,25.075923
華泰電子EMS站(多站),120.307546,22.721327
全聯永康大橋店站,120.230886,23.021062
中油仁武加油站,120.344502,22.703342
中油美得瑞里加油站,121.376592,23.515231
台南市東區裕文圖書館停車場站,120.245843,22.982203
Gogoro 內湖西湖服務中心站,121.57188,25.082398
7-ELEVEN 宮前店站,120.354365,23.555832
中油明維加油站,120.688876,24.077081
中油鎮江加油站,121.194289,24.921711
HiLife 彰縣彰花店站,120.552303,24.011307
Gogoro 花蓮中華門市站(多站),121.600223,23.975269
7-ELEVEN 宏旺店站(多站),120.688565,23.902807
臺中市中華停車場站(多站),120.677917,24.148566
應安168 永吉場停車場站(多站),121.570325,25.042337
中油茄拔加油站,120.327923,23.144619
家樂福桂林店站(多站),121.505378,25.038158
全家新竹龍山店站,121.012326,24.788816
中油美濃加油站,120.546963,22.894087
新北市中角灣站,121.633296,25.239515
全聯內埔永光店站,120.564469,22.608832
HiLife 烏日成中店站,120.590445,24.113818
全家台南大興店站,120.182912,23.009285
全聯彰化彰安店站,120.534445,24.064469
花蓮國安郵局站(多站),121.603961,23.984192
高雄市都發局鼎金後路站(多站),120.321696,22.673114
家樂福桃園店站,121.306213,25.024363
中油大林中正路加油站,120.461182,23.609991
中油台中中正加油站,120.537737,24.252833
振興公園地下停車場B1F站(多站),121.523261,25.118785
中油梅山加油站,120.545367,23.58987
中油柑園南榮加油站(多站),121.288727,25.057573
中油大潮州加油站,120.516407,22.574498
西湖公園站(多站),121.57061,25.083971
臺北市災害應變中心地下停車場B1F站,121.565942,25.029023
山隆員林加油站(多站),120.566004,23.951055
HiLife 鳳山文東店站(多站),120.368378,22.640711
全家沙鹿金斗店站(多站),120.569034,24.216638
和春技術學院大寮校區站(多站),120.391586,22.634332
楓康超市崇德店站,120.686197,24.191275
7-ELEVEN 誠安店站,121.550004,25.038854
7-ELEVEN 鼎利店站,120.32895,22.96459
中油大立鴻福加油站,118.387991,24.443806
Gogoro 桃園藝文店站,121.305131,25.014391
7-ELEVEN 航發店站,120.650286,24.175841
府前廣場地下停車場B1F站,121.563119,25.036104
中油田中加油站,120.591092,23.849777
全聯八德大湳店站(多站),121.29478,24.961064
Gogoro 板橋南雅西服務中心站,121.451628,25.014535
台北捷運劍南路站(多站),121.55456,25.08464
臺鐵大慶車站(多站),120.647547,24.118577
中油中正三路加油站,120.310532,22.630478
臺中市廣民停車場站(多站),120.673561,24.139147
中油挖仔加油站,120.43538,23.95325
屏東縣大灣路停車場站,120.796424,21.944979
7-ELEVEN 亮亞店站(多站),121.2578,25.020779
中油申昌加油站,120.712752,24.569936
全家路竹竹東店站,120.257211,22.864854
全家新竹中華店站,120.952323,24.756943
山隆林口加油站,121.383464,25.090349
新北市溪美立體停車場站(多站),121.490272,25.078156
全家新健康店站,121.555217,25.053317
7-ELEVEN 明道店站,120.513172,23.869201
長榮崇明停車場站,120.216129,22.982566
HiLife 桃縣桃濱店站,121.030577,24.989052
中油永錡彭厝加油站,121.415669,24.971815
中油潮州加油站,120.54029,22.557001
全家台南三喜店站,120.178386,22.941226
家樂福楠梓店站,120.291102,22.727367
新北市萬板高架橋下停車場站(多站),121.477644,25.025171
臺鐵千甲車站,121.001892,24.807208
新北市鷺江立體停車場站(多站),121.47674,25.086104
臺中市永興停車場站(多站),120.681851,24.165032
中油國賓加油站,120.18869,23.165475
Gogoro 桃園中華門市店站,121.311672,24.991272
中油萬隆加油站,121.539192,25.004494
三重後竹圍親子館站,121.491046,25.072145
新北市慈化公園站(多站),121.488712,25.084536
814生鮮超市龍泉店站(多站),120.600804,22.674976
中油千億加油站,121.197984,24.931689
新北市新店高中地下停車場站(多站),121.534401,24.974688
新北市仁信段平面停車場站(多站),121.495959,25.078995
中油官田工業區加油站,120.322963,23.210508
7-ELEVEN 亮宏店站,120.347648,22.641637
全家土城頂埔店站,121.414774,24.95681
宏佳騰嘉義興業西店站,120.44584,23.468395
全家土城新亞店站,121.433338,24.971136
臺中市東區區公所站(多站),120.703963,24.137038
中油潭子加油站,120.708372,24.231314
中油台糖龍林加油站,120.327562,23.719955
深坑帝品苑前停車場站(多站),121.602151,25.003395
新北市臺北大學特定區停一停車場站(多站),121.378491,24.945283
台亞精武加油站,120.706069,24.148027
花蓮市公所站(多站),121.606733,23.982203
全聯台南裕農店站(多站),120.231162,22.98758
統一速邁樂龍潭二加油站(多站),121.228071,24.872387
宏佳騰新竹北大店站,120.961431,24.805695
中油大埔加油站,121.366463,24.915079
臺北市前港公園站(多站),121.521316,25.084961
全家中壢青埔店站(多站),121.20221,25.00731
全聯嘉義民國店站,120.460929,23.475652
北昌路停車場站(多站),120.37233,22.64624
新北市養工處樹林大安路站(多站),121.422106,24.997698
全家政富店站,121.577154,24.987453
新北市永和仁愛公園站(永平路側)B,121.507917,25.012028
新北市國光公園停車場站(多站),121.453853,25.019846
Global Mall 屏東站(多站),120.49305,22.673036
全聯台南林森店站,120.220789,22.982401
Gogoro 安平中華門市站,120.186714,22.988071
臺北市興隆市場站(多站),121.547342,24.999647
全家霧峰朝科大店站(多站),120.714772,24.074542
中油建工路加油站,120.324561,22.650694
中油豐田加油站,120.540842,22.634658
全聯台南新化店站,120.30702,23.039989
台電土城服務所站(多站),121.439843,24.970886
北基百利瑞光加油站(多站),120.502903,22.691814
中油鹿港中正路加油站,120.441946,24.050184
新北市環河西路二段站(多站),121.510265,25.017351
台北喜來登大飯店站(多站),121.521595,25.044637
耕讀園台中市政店站(多站),120.639992,24.157559
全家太平新豐年店站(多站),120.724601,24.141833
臺中市大墩停車場站(多站),120.648252,24.156259
中油歸仁加油站,120.282746,22.967883
新北市基層選手游泳訓練館站(多站),121.52273,24.998371
台灣表面黏著科技站,121.321589,24.978821
中油大昌八八加油站,121.221707,24.866703
全聯新竹振興店站(多站),120.960809,24.795364
HiLife 竹北皇家店站,121.02618,24.824858
全聯鳳山國泰店站,120.362511,22.614691
中油義和加油站,120.478746,23.775305
新北市後港公園站(多站),121.428456,25.025839
全聯大溪文化店站,121.293515,24.881696
7-ELEVEN 山民店站(多站),121.324254,24.995423
中油中苗加油站,120.821368,24.560281
屏東縣琉球鄉立圖書館站,120.378297,22.34812
中油福樂加油站,120.43618,24.03622
中油金田加油站,120.304551,23.08454
7-ELEVEN 芬農店站,120.627379,24.018041
全家太平新興中店站(多站),120.720918,24.13053
中油安順加油站,120.195624,23.043006
臺北市南港自來水加壓站(多站),121.61638,25.048139
中油初鹿加油站,121.092317,22.853035
Gogoro 台中三民店站,120.684871,24.151344
楓康超市太平店站,120.71048,24.151428
麗車坊內湖旗艦店站(多站),121.57958,25.059463
HiLife 高市藍田店站(多站),120.280502,22.72746
新竹南寮市場站,120.936306,24.841372
中油信義加油站,121.323455,23.325211
全家永康文化店站,120.257934,23.016012
宜蘭縣五結鄉農會站(多站),121.797647,24.685154
桃園市八德國民運動中心站(多站),121.293186,24.960591
中油橋頭加油站,120.307702,22.762285
新北市公兒四站,121.410908,25.156588
全聯田中新福店站,120.587515,23.863562
7-ELEVEN 巨峰店站,120.533386,24.061405
中油新集集加油站,120.772413,23.821959
嘉義市港坪運動公園一停車場站,120.423052,23.476278
全家太平建興店站(多站),120.726768,24.127304
中油枋寮北加油站,120.595983,22.382897
中油崇善加油站,120.229883,22.973078
中油文中南加油站,121.270949,24.992269
中油南鼓山加油站,120.275132,22.622005
第一銀行大稻埕分行站(多站),121.510055,25.055862
台灣柒天精品旅店站(多站),121.491088,25.032185
全家永康鹽洲店站(多站),120.232072,23.042177
7-ELEVEN 南濱店站,121.601341,23.955854
南山人壽新竹科技大樓站,121.004877,24.799743
UNIQLO 彰化中央路店站,120.528268,24.066731
新北市訊塘廣場站(多站),121.395259,25.142856
Gogoro 彰化中山門市站,120.544137,24.076705
Gogoro 汐止大同服務中心站,121.65516,25.066324
全家仁武仁龍店站(多站),120.374365,22.696391
中油瑞豐加油站,120.336488,22.604742
中油白鷺加油站(多站),121.27538,24.95979
中油員林加油站,120.57136,23.971416
家樂福內湖店站,121.575013,25.0605
7-ELEVEN 金大安店站,120.588347,24.34415
中油光美加油站,120.904366,24.738554
Gogoro 竹東長春服務中心站,121.089391,24.736112
中油彰秀加油站,120.50453,24.04086
HiLife 屏東崇朝店站,120.475239,22.687646
新北市成州停車場站,121.447803,25.100646
南投埔里鎮公所站,120.969337,23.966754
新北市永和仁愛公園站(仁愛路側)A,121.506013,25.00996
Gogoro 東區崇德門市站,120.22744,22.971333
中油中華路東加油站,120.226121,22.977093
7-ELEVEN 鄭子寮店站,120.20153,23.01909
中油高楠加油站,120.317252,22.671331
中油臨海工業區加油站,120.370755,22.543015
中油桃園埔心加油站,121.174585,24.911862
中油大同加油站,121.604484,24.67134
中油忠溪加油站,120.485595,23.948246
Gogoro 嘉義中山店站(多站),120.444464,23.479525
7-ELEVEN 速達店站,121.222495,24.984965
新北市野柳地質公園站,121.689941,25.20504
中油群邦加油站,120.54259,23.91019
台北捷運六張犁站(多站),121.553089,25.023707
7-ELEVEN 湳港店站(多站),120.54623,23.917418
全聯岡山岡燕店站(多站),120.306956,22.791352
Gogoro 屏東潮州門市站(多站),120.537457,22.549792
臺中市大地生活廣場站(多站),120.707422,24.183154
中油善化加油站,120.292798,23.132337
中油元斗北斗加油站,120.513988,23.870399
7-ELEVEN 寶豐店站,120.988151,24.768425
中油二水加油站,120.620908,23.805431
全聯台中松五店站,120.713462,24.177069
18事紀館紅樓站(多站),120.322894,22.687801
全聯竹北隘口店站(多站),121.033454,24.803375
全聯羅東光榮店站,121.777907,24.673989
美濃中興路站,120.529578,22.886357
更生保護會基隆路站(多站),121.555313,25.027044
中油五權西路加油站,120.641,24.141609
HiLife 中縣中秋店站,120.549583,24.148489
Gogoro 基隆基金門市站,121.696035,25.156003
中油柑園三峽加油站,121.387626,24.934222
全聯鹿港鹿草店站(多站),120.436666,24.066043
7-ELEVEN 鑫工和店站(多站),120.589751,24.176291
臺中市南區區公所站(多站),120.663283,24.117163
中油鶯桃路加油站,121.340461,24.952924
臺北市玉泉公園站(多站),121.507894,25.049809
中油馬公加油站(多站),119.568292,23.565134
中油昌平路加油站,120.690629,24.170884
高雄創新卓越站,120.32884,22.7508
HiLife 彰化國聖店站,120.569448,24.094589
宏佳騰花蓮國聯店站,121.600827,23.98925
7-ELEVEN 善和店站,120.298122,23.129703
全聯西螺福來店站(多站),120.450393,23.798732
7-ELEVEN 華電店站,121.553581,25.027565
台南市北區北安路一段212巷停車場站(多站),120.208307,23.019032
A21 環北站,121.221041,24.967686
中油中社加油站,120.993262,24.842901
中油光州加油站,120.159819,22.991259
全家平溪十分店站,121.779322,25.044611
鳳頂路停車場站(多站),120.357761,22.590838
全家仁德二空店站(多站),120.227734,22.958014
新北市仁愛立體停車場站,121.471511,25.090698
HiLife 屏東豐光店站,120.50795,22.678431
福懋文心路加油站(多站),120.685877,24.17234
全家高雄美明店站(多站),120.288815,22.665652
7-ELEVEN 福田店站,120.65923,24.1111
中油那拔林加油站,120.336858,23.064158
中油九如加油站,120.488982,22.727922
7-ELEVEN 林田山店站,121.422372,23.713961
新北市瑞芳區立體停車場站,121.809399,25.108127
車麗屋台中崇德店站,120.682585,24.177656
中油軍校路加油站,120.292887,22.708762
全家台中金原店站(多站),120.692277,24.165089
振宇五金鳳山店站,120.355977,22.641974
特力屋高雄鳳山店站(多站),120.342937,22.605747
中華電信內壢服務中心站(多站),121.261672,24.969019
小北百貨新莊中港二店站,121.454762,25.041627
Gogoro 高雄三多門市站,120.30659,22.614778
7-ELEVEN 湖華店站(多站),120.185863,23.003289
PGO 永康中華店站,120.229869,23.015237
大潤發中和景平店B3F站(多站),121.515574,24.99254
7-ELEVEN 祐瑄店站,120.570227,24.24387
全聯台南歸仁店站(多站),120.295943,22.964822
臺中福利站(多站),120.687336,24.142862
全家楊梅瑞溪店站,121.170332,24.907271
全家車城風車店站,120.713596,22.06913
中油嘉義信義路加油站,120.42893,23.46881
建成國中地下停車場B1F站,121.519618,25.050452
7-ELEVEN 岦湖店站,120.906032,24.741642
中油通霄加油站,120.679911,24.493126
全聯仁武八德店站,120.338733,22.685802
中油嘉義中山路加油站,120.459518,23.482253
中油學甲加油站,120.18265,23.229819
臺中市中央公園公51站(多站),120.655118,24.175696
新竹市台鐵新莊車站前停車場站(多站),121.021009,24.788369
龍山里停車場站(多站),120.220082,22.984107
Gogoro 中和華中橋服務中心站(多站),121.496606,25.006323
桃園市復興停車場站(多站),121.251122,24.975097
中油信泰加油站,120.520891,23.442269
桃園市南園停車場站,121.228639,24.971464
臺北市仁愛路林森路口站(多站),121.520866,25.039103
7-ELEVEN 怡平店站(多站),120.178925,22.993943
國立臺北教育大學站(多站),121.546616,25.024132
家樂福南投店站,120.689301,23.905919
中油安定交流道加油站,120.235225,23.113438
峨眉立體停車場B1F站,121.505249,25.044324
中油大翔加油站,120.553893,23.953929
臺中市惠文停車場站(多站),120.644465,24.146987
停9北港路停車場站,120.433551,23.477877
中油古坑加油站,120.560197,23.65044
中油中寮加油站,120.761689,23.88021
臺中市四民仁和人美同榮里聯合活動中心站(多站),120.680654,24.195515
Gogoro 東勢豐勢門市站,120.829737,24.25278
星巴克中正河北店站(多站),120.32389,22.629717
中油民權路加油站,120.313404,22.609831
全聯八德興豐店站(多站),121.288976,24.929646
臺中市社南里活動中心站(多站),120.684652,24.243765
大潤發中壢店站(多站),121.23523,24.955348
中油天滿加油站,121.15283,25.052733
臺中市文中臨時停車場站(多站),120.719526,24.157805
HiLife 桃縣桃正店站,121.195774,25.056578
全聯竹北光明店站(多站),121.025609,24.820981
台糖民族三加油站,120.323873,22.701564
7-ELEVEN 鐵鎮店站,121.230231,25.027522
中油宏福加油站,121.387329,24.933264
新北市建國一路平面停車場站(多站),121.434279,25.024116
全聯台東更生店站(多站),121.130681,22.773233
臺中市精武廣場停車場站(多站),120.686559,24.145789
北基忠義加油站,121.34758,25.012286
新北市大漢橋下機車停車場站(多站),121.460845,25.03795
中油信誠加油站,121.44091,25.081543
中油前鎮漁港油氣加油站,120.318642,22.578522
中油鳳山加油站,120.363349,22.620321
