sitename,address,city,dist,lat,lon
西歐台北士林加油站,台北市士林區中山北路五段570號(近福林公園),台北市,士林區,25.0951685,121.528571
全聯士林中正店站,台北市士林區中正路115號(近中正路/中山北路五段路口),台北市,士林區,25.0956749,121.5285468
台北捷運士林站,台北市士林區中正路247巷捷運站2號出口(近捷運站機車轉乘停車場),台北市,士林區,25.09343,121.52642
文昌國小地下停車場B1F站,台北市士林區文林路615巷20號(地下一樓機車停車場)(近文林路615巷6弄巷口),台北市,士林區,25.0995584,121.5213883
Gogoro 士林文林店站,台北市士林區文林路65號(近士林夜市),台北市,士林區,25.0873269,121.5257023
故宮廣場停車場站,台北市士林區至善路二段134號(近至善路二段/力行街口),台北市,士林區,25.0985529,121.5484659
社子國小地下停車場B1F站,台北市士林區延平北路6段308號(地下一樓機車停車場)(近社中街450號),台北市,士林區,25.0904715,121.5020712
延平北路5段臨時平面停車場站,台北市士林區延平北路五段1巷(近富光區民活動中心),台北市,士林區,25.0788328,121.5098975
Gogoro 天母忠誠門市站,台北市士林區忠誠路一段101號(近雨農國小),台北市,士林區,25.10485,121.528519
天母大葉高島屋百貨公司站,台北市士林區忠誠路二段55號(近大葉天母私有停車場入口),台北市,士林區,25.1118523,121.5314695
Gogoro 士林承德服務中心站,台北市士林區承德路四段340號(近承德路四段/福港街口),台北市,士林區,25.0900524,121.5174371
HiLife 北市社子店站,台北市士林區社子街63巷2號(近社子聖彌額爾天主堂),台北市,士林區,25.0875929,121.5068924
全家大港店站,台北市士林區前港街39號(近前港公園),台北市,士林區,25.084872,121.5215497
7-ELEVEN 文大店站,台北市士林區格致路57號(近格致路/菁山路口),台北市,士林區,25.1379005,121.5464069
台北捷運劍潭站,台北市士林區基河路捷運站2號出口(近捷運站機車轉乘停車場),台北市,士林區,25.09343,121.52642
台北捷運芝山站,台北市士林區福華路捷運站1號出口(近捷運站機車轉乘停車場),台北市,士林區,25.1029453,121.5225201
PGO 大同延平店站,台北市大同區延平北路三段73之1號(近臺北市延平國民小學),台北市,大同區,25.0666641,121.5110865
啟聰學校地下停車場B1F站,台北市大同區延平北路四段205號(地下一樓機車停車場)(近延平北路四段/迪化街二段口),台北市,大同區,25.0744147,121.5119779
建成公園地下停車場B1F站,台北市大同區承德路二段31號(地下一樓機車停車場)(近建成公園),台北市,大同區,25.0540267,121.5184286
Gogoro 圓山服務中心站,台北市大同區承德路三段237號(近花博公園),台北市,大同區,25.0710219,121.5188456
XY老屋站,台北市大同區昌吉街248號(近環河北路/昌吉街口),台北市,大同區,25.0657699,121.5098626
建成國中地下停車場B1F站,台北市大同區長安西路37號之1(地下一樓機車停車場)(近台北當代藝術館),台北市,大同區,25.0504086,121.5196574
第一銀行大稻程分行站,台北市大同區迪化街一段63號(近台北霞海城隍廟),台北市,大同區,25.055794,121.5101506
第一銀行重慶北路站,台北市大同區重慶北路二段180號(近太平國小),台北市,大同區,25.0601377,121.5130694
Gogoro 師大和平店站,台北市大安區和平東路一段129號(近和平東路一段141巷口),台北市,大安區,25.0267802,121.529291
國立臺北教育大學站,台北市大安區和平東路二段134號東北側機車停車場(近臥龍街/敦化南路二段172巷),台北市,大安區,25.0245857,121.5446463
Impact Hub 站,台北市大安區和平東路二段265巷3號(近和平東路/復興南路口),台北市,大安區,25.0253124,121.544109
中油信義路加油站,台北市大安區信義路四段374號(近捷運信義安和站4號出口),台北市,大安區,25.0327687,121.5556079
宜舍信義大安站,台北市大安區信義路四段67號旁平面停車場(近信義路四段/大安路一段路口),台北市,大安區,25.0325733,121.5458065
台北陽光加油站,台北市大安區建國南路一段57-1號(近市民大道/建國南路口),台北市,大安區,25.0443076,121.5370089
eReady 大安建國店站,台北市大安區建國南路二段73號(近建國南路二段/建國南路二段69巷口),台北市,大安區,25.0310782,121.5381285
勝利加油站,台北市大安區建國南路二段75-1號(近大安森林公園建國南路側),台北市,大安區,25.0310437,121.5381249
更生保護會基隆路站,台北市大安區基隆路二段166-1號旁停車場前花圃(近喬治工商),台北市,大安區,25.0271422,121.5554202
國立臺灣科技大學站,台北市大安區基隆路四段43號(近臺北市大安區公館國民小學),台北市,大安區,25.0131401,121.5402157
7-ELEVEN 華電店站,台北市大安區通化街177號(近中華電信通化服務中心),台北市,大安區,25.0274551,121.5536031
7-ELEVEN 誠安店站,台北市大安區敦化南路1段247巷12號(近敦化南路一段/安和路一段路口),台北市,大安區,25.0389771,121.549271
MissGreen 美式蔬食餐廳站,台北市大安區敦化南路二段63巷28號(近立人國際國民中小學),台北市,大安區,25.0308719,121.5505725
臺大二活停車場站,台北市大安區羅斯福路4段85號(台大學生第二學生活動中心旁)(近台大進修推廣學院),台北市,大安區,25.0130027,121.5367066
實踐大學站,台北市中山區大直街70號(近崇實路/大直街62巷口),台北市,中山區,25.0837391,121.546091
第一銀行中山分行站,台北市中山區中山北路二段59巷3弄7號(近台北國賓大飯店),台北市,中山區,25.0561939,121.5235312
全家美華店站,台北市中山區北安路819之1號(近台北捷運劍南路站),台北市,中山區,25.0849942,121.5562243
台北捷運民權西路站,台北市中山區民權西路70巷捷運站3號出口(近捷運站機車轉乘停車場),台北市,中山區,25.0614531,121.5201433
Gogoro 中山松江服務中心站,台北市中山區松江路530號(近松江路/建國北路三段口),台北市,中山區,25.066886,121.532984
合作金庫銀行自強分行站,台北市中山區南京東路二段85號(近松江路124巷/一江街口),台北市,中山區,25.0523761,121.5318859
便利停車場建國站,台北市中山區建國北路二段11巷內空地(近建國北路/長春路口),台北市,中山區,25.0536414,121.5375684
7-ELEVEN 金宴店站,台北市中山區建國北路二段151巷8號(近建國北路二段151巷/錦州街35巷路口),台北市,中山區,25.0616652,121.5385325
榮星花園地下停車場B1F站,台北市中山區建國北路三段39號(地下一樓機車停車場)(建國北路三段/五常街口),台北市,中山區,25.0640384,121.5377847
7-ELEVEN 榮鑫店站,台北市中山區建國北路三段89及91號前(近榮星花園),台北市,中山區,25.0656223,121.5368585
台北捷運劍南路站,台北市中山區敬業二路捷運站2號出口(近捷運站機車轉乘停車場),台北市,中山區,25.0847518,121.5550902
Gogoro 新生市民服務中心站,台北市中山區新生北路一段23號(近興亞公園),台北市,中山區,25.0467908,121.5316069
中油新生北路加油站,台北市中山區新生北路二段71號(近新生北路/民生東路口),台北市,中山區,25.0564859,121.5280633
濱江國中地下停車場B2F站,台北市中山區樂群二路266巷1號(地下二樓機車停車場)(近濱江國中),台北市,中山區,25.0795366,121.561715
Gogoro 光華八德店站,台北市中正區八德路一段27號(近光華商場),台北市,中正區,25.0441128,121.5312496
機器人王國站,台北市中正區中華路二段165號(近中華路/莒光路口),台北市,中正區,25.0307718,121.5042425
全家新惠安店站,台北市中正區中華路二段307巷46號(近忠義國小),台北市,中正區,25.0294127,121.5064301
全家南機場店站,台北市中正區中華路二段311巷1號(近中華路二段/中華路二段311巷路口),台北市,中正區,25.0283782,121.5057408
公館水岸新世界機車臨時平面停車場站,台北市中正區汀州路三段160巷(近自來水園區),台北市,中正區,25.013248,121.534168
東吳大學城區部站,台北市中正區延平南路133巷底(近東吳大學校區),台北市,中正區,25.0378416,121.5085023
全聯中正延平店站,台北市中正區延平南路189號(近延平南路/中華路二段75巷口),台北市,中正區,25.0337995,121.5075571
台北喜來登大飯店站,台北市中正區忠孝東路一段12號(近忠孝東路一段/鎮江街口),台北市,中正區,25.0445802,121.5224401
宏佳騰中正重慶店站,台北市中正區重慶南路二段73號(近重慶南路二段/寧波西街口),台北市,中正區,25.0302608,121.515271
西歐台北自強加油站,台北市內湖區內湖路一段146號(近內湖路一段/基湖路口),台北市,內湖區,25.082615,121.5641476
中油內湖麗山街加油站,台北市內湖區內湖路一段362號(近台新銀行內湖分行),台北市,內湖區,25.0812318,121.5710406
Gogoro 內湖西湖服務中心站,台北市內湖區內湖路一段411巷19弄17號(近麗山國小),台北市,內湖區,25.0823635,121.5718974
中油台北西湖加油站,台北市內湖區內湖路一段59號(近內湖路一段/文湖街口),台北市,內湖區,25.0850789,121.5599701
家樂福內湖店站,台北市內湖區民善街88號(近民善街/新湖二路口),台北市,內湖區,25.0601551,121.5749954
臺北市網球中心站,台北市內湖區民權東路六段208號(近民權東路六段/民權東路六段210巷口),台北市,內湖區,25.0675684,121.5969537
Gogoro 台北內湖服務中心站,台北市內湖區民權東路六段296巷66-3號(近捷運葫洲站),台北市,內湖區,25.070484,121.6086581
大湖公園地下停車場B1F站,台北市內湖區成功路5段7號(地下一樓機車停車場)(近湖山六號公園),台北市,內湖區,25.0835653,121.6020551
台北捷運大湖公園站,台北市內湖區成功路五段捷運站1號出口(近捷運站機車轉乘停車場),台北市,內湖區,25.0785936,121.6070835
CITYLINK 內湖店站,台北市內湖區成功路四段188號(近金龍路/內湖路二段口),台北市,內湖區,25.0846317,121.5938439
中油東湖加油站,台北市內湖區康寧路三段225號(近捷運東湖站3號出口),台北市,內湖區,25.0674116,121.6119972
7-ELEVEN 瓏馬店站,台北市內湖區康樂街213號(近康樂公園),台北市,內湖區,25.0761356,121.6217171
遠傳總部大樓站,台北市內湖區瑞光路468號(近遠傳瑞光直營門市),台北市,內湖區,25.0783672,121.5699158
7-ELEVEN 環金店站,台北市內湖區環山路二段81號(近德明財經科技大學),台北市,內湖區,25.0847292,121.5748886
麗車坊內湖旗艦店站,台北市內湖區舊宗路一段86號(近大潤發內湖一店),台北市,內湖區,25.059388,121.5795655
台亞堤頂交流道加油站,台北市內湖區舊宗路二段111號(近堤頂交流道),台北市,內湖區,25.0690208,121.575128
全家明興店站,台北市文山區木柵路二段109巷25弄2號(近木柵二段109巷),台北市,文山區,24.990029,121.562951
Gogoro 文山木新門市站,台北市文山區木新路三段187號(近景美女中),台北市,文山區,24.9814642,121.5601318
萬興國小地下停車場B1F站,台北市文山區秀明路2段116號(地下一樓機車停車場)(近台北市立圖書館萬興分館),台北市,文山區,24.988685,121.576501
全家名門店站,台北市文山區和平東路四段97號(近和平東路四段101巷口),台北市,文山區,25.0051143,121.5679935
台塑政大加油站,台北市文山區指南路一段53號(近木新路/指南路口),台北市,文山區,24.9878328,121.5708025
全家政富店站,台北市文山區指南路二段145號(近政治大學),台北市,文山區,24.9875136,121.5771262
景美國小地下停車場B1F站,台北市文山區景文街142巷2號(地下一樓機車停車場)(近北新橋橋下/順安街),台北市,文山區,24.9887205,121.5401225
中油萬隆加油站,台北市文山區興隆路一段13號(近台北花木批發市場),台北市,文山區,25.0044948,121.5394462
臺北花木批發市場地下停車場B1F站,台北市文山區興隆路一段15號(地下一樓機車停車場)(近羅斯福路五段97巷內入口),台北市,文山區,25.0043458,121.5405182
台塑福華加油站,台北市文山區興隆路二段244巷1號(近萬芳醫院),台北市,文山區,25.000901,121.553971
台北捷運復興崗站,台北市北投區中央北路三段53巷捷運站1號出口(近捷運站機車轉乘停車場),台北市,北投區,25.1376416,121.4854037
台北捷運忠義站,台北市北投區中央北路四段捷運站1號出口(近捷運站機車轉乘停車場),台北市,北投區,25.1298722,121.4715223
振興公園地下停車場B1F站,台北市北投區天母西路112號(地下一樓機車停車場)(近臺北榮民總醫院),台北市,北投區,25.1197546,121.5201492
Gogoro 北投文林北門市站,台北市北投區文林北路228號(近石牌派出所),台北市,北投區,25.108479,121.5140397
北投運動中心站,台北市北投區石牌路一段39巷100號(近石牌公園),台北市,北投區,25.1164732,121.5097619
第一銀行北投分行站,台北市北投區光明路133號(近光明路/溫泉路37巷口)​,台北市,北投區,25.1345292,121.5022496
七星公園地下停車場B1F站,台北市北投區光明路225號(地下一樓機車停車場)(近七星公園),台北市,北投區,25.1365489,121.5041236
北投熱海溫泉大飯店站,台北市北投區光明路258號(近北投溫泉博物館),台北市,北投區,25.1368212,121.5093335
台北捷運唭哩岸站,台北市北投區西安街二段捷運站1號出口(近捷運站機車轉乘停車場),台北市,北投區,25.1200522,121.5092552
台亞承德加油站,台北市北投區承德路七段303號(近立農公園),台北市,北投區,25.116722,121.504031
中油北投加油站,台北市北投區承德路七段384號(近承德路七段/公館路口),台北市,北投區,25.1194765,121.5024189
台北捷運明德站,台北市北投區明德路95號(捷運站機車轉乘停車場)(近東華街一段52號),台北市,北投區,25.1098346,121.5187564
石牌國小地下停車場B1F站,台北市北投區致遠2路80號(地下一樓機車停車場)(近石牌國小),台北市,北投區,25.1156862,121.5117748
八德立體停車場B1F站,台北市松山區八德路4段580號(地下一樓機車停車場)(近饒河夜市),台北市,松山區,25.0496853,121.5720034
蒲園商旅站,台北市松山區八德路四段176號(近中崙高中),台北市,松山區,25.0485349,121.563408
PGO 松山八德店站,台北市松山區八德路四段311號(近八德路四段333巷),台北市,松山區,25.0492431,121.566771
Gogoro 饒河服務中心站,台北市松山區八德路四段650號(近饒河夜市),台北市,松山區,25.0498853,121.5750533
中油民生東路加油站,台北市松山區三民路126號(近三民路/民生東路五段口),台北市,松山區,25.0595214,121.5638464
家樂福三民店2F站,台北市松山區三民路160號(二樓機車停車場)(近民權國小),台北市,松山區,25.0615926,121.5639048
偶戲博物館地下停車場B1F站,台北市松山區市民大道5段99號(地下一樓機車停車場)(近京華城購物中心市民大道側),台北市,松山區,25.0474359,121.5632341
民生配水池加壓站停車場站,台北市松山區民生東路四段131巷(近民生配水池加壓站停車場),台北市,松山區,25.059022,121.5537679
民有市場地下停車場B1F站,台北市松山區民權東路三段140巷15號(地下一樓機車停車場)(近民有一號公園),台北市,松山區,25.0608406,121.5477096
HiLife 北市松柏店站,台北市松山區光復北路102號(近博仁綜合醫院),台北市,松山區,25.0506038,121.5577463
第一銀行延吉站,台北市松山區延吉街13號(近吉仁公園),台北市,松山區,25.0464073,121.5536514
合作金庫銀行總行站,台北市松山區長安東路二段225號(近臺安醫院),台北市,松山區,25.0487974,121.5454745
全家新健康店站,台北市松山區南京東路四段133巷9弄2號(近南京東路四段133巷/健康路口),台北市,松山區,25.0532357,121.5552486
中油復興北路加油站,台北市松山區復興北路31號(近北捷南京復興站),台北市,松山區,25.0495151,121.5444235
吉盛汽車有限公司站,台北市松山區濱江街375號(近台北松山機場濱江街側),台北市,松山區,25.0726141,121.5531676
應安168 永吉場停車場站,台北市信義區永吉路120巷83號旁(近永吉路120巷/虎林街120巷口),台北市,信義區,25.0424831,121.5703138
春光公園地下停車場B1F站,台北市信義區忠孝東路 5 段 666 號(地下一樓機車停車場)(近台北市春光公園),台北市,信義區,25.0406521,121.5652968
松山工農地下停車場B1F站,台北市信義區忠孝東路五段236巷15號(地下一樓機車停車場)(近松山工農),台北市,信義區,25.0398123,121.5721029
台北市環保局三張犁分隊部站,台北市信義區忠孝東路五段255巷(近臺北市政府消防局),台北市,信義區,25.0411522,121.5707196
全家新忠隆店站,台北市信義區忠孝東路五段71巷8號(近中油忠孝東路站),台北市,信義區,25.0417726,121.5672043
Gogoro 信義松仁服務中心站,台北市信義區松仁路174號(近三犁公園),台北市,信義區,25.0280796,121.5682273
府前廣場地下停車場B1F站,台北市信義區松壽路1號(地下一樓機車停車場)(近松壽路/市府路口),台北市,信義區,25.0374508,121.5638224
KBN 鐵馬堂站,台北市信義區信安街60號(近通化街夜市),台北市,信義區,25.026628,121.5575886
臺北市公共運輸處大樓站,台北市信義區信義路五段151巷(近臺北市政府松德辦公大樓),台北市,信義區,25.0316465,121.5733692
宏佳騰台北基隆路店站,台北市信義區基隆路一段131號(近基隆路一段/松隆路口),台北市,信義區,25.0442279,121.5666598
臺北市災害應變中心地下停車場B1F站,台北市信義區莊敬路391巷11弄2號(地下一樓機車停車場)(近臺北市松山地政事務所),台北市,信義區,25.0288455,121.5661533
上下工站,台北市信義區嘉興街181巷9弄54號(近通化街夜市),台北市,信義區,25.0269669,121.5577814
CITYLINK 松山店站,台北市南港區市民大道七段8號(近中坡北路/玉成街間),台北市,南港區,25.0492807,121.5805022
玉成公園地下停車場B1F站,台北市南港區成福路118號(地下一樓機車停車場)(近成福路/成福路107巷口),台北市,南港區,25.0423026,121.5859494
日月亭南港站地下及立體停車場B1F站,台北市南港區忠孝東路七段265巷1號(地下一樓機車停車場)(近忠孝東路七段/忠孝東路七段265巷路口),台北市,南港區,25.0518856,121.603579
玉成國小地下停車場B1F站,台北市南港區昆陽街23號(地下一樓機車停車場)(近昆陽街84巷口),台北市,南港區,25.0519623,121.5933174
全家研究院店站,台北市南港區研究院路二段70巷1號(近中央研究院),台北市,南港區,25.0458578,121.615006
台北捷運內湖機廠站,台北市南港區經貿一路265號(近捷運內湖機廠機車轉乘停車場),台北市,南港區,25.0612834,121.618215
世貿公園地下停車場B1F站,台北市南港區經貿二路88巷1號(地下一樓機車停車場)(近經貿二路88巷/三重路),台北市,南港區,25.0578487,121.61485
南港國小地下停車場B1F站,台北市南港區興東街59號(地下一樓機車停車場)(近興東街12號),台北市,南港區,25.0562949,121.6114033
HiLife 北市港南店站,台北市南港區舊莊街一段212巷2號(近南港分局舊莊派出所),台北市,南港區,25.038168,121.6224783
Gogoro 萬華中華店站,台北市萬華區中華路二段100號(近中華路二段/莒光路口),台北市,萬華區,25.0313947,121.503965
艋舺公園地下停車場B1F站,台北市萬華區西園路一段145號(地下一樓機車停車場)(近艋舺公園),台北市,萬華區,25.0356876,121.4999424
萬華國中地下停車場B1F站,台北市萬華區西藏路201號(地下一樓機車停車場)(近萬華國中),台北市,萬華區,25.0285877,121.4989765
峨眉立體停車場B1F站,台北市萬華區峨眉街83號(地下一樓機車停車場)(近臺北市立聯合醫院昆明院區),台北市,萬華區,25.0443194,121.5047331
家樂福桂林店站,台北市萬華區桂林路1號(近永福街/柳州街口),台北市,萬華區,25.0378901,121.5058635
康定路機車停車場站,台北市萬華區康定路30巷旁(近康定路/峨眉街口),台北市,萬華區,25.0440258,121.5026349
山隆萬大加油站,台北市萬華區萬大路207號(近萬大路/西藏路口),台北市,萬華區,25.0272531,121.5006323
山隆華中加油站,台北市萬華區萬大路388號(近東園國小),台北市,萬華區,25.0219392,121.4986648
洛陽綜合立體停車場B1F站,台北市萬華區環河南路1段1號(地下一樓機車停車場)(近萬華分局武昌街派出所),台北市,萬華區,25.0479004,121.5069692
臺北市公有環南市場站,台北市萬華區環河南路2段245號(近環南中繼市場西一門),台北市,萬華區,25.0292628,121.4906279
士林運動中心站,臺北市士林區士商路1號(近承德公園),台北市,士林區,25.0894208,121.5214896
台灣聯通士林官邸場站,臺北市士林區福林路100巷11弄交叉口(近福林路/福林路100巷口),台北市,士林區,25.0958808,121.5324602
大同運動中心站,臺北市大同區大龍街51號(近大龍街/昌吉街口),台北市,大同區,25.0648806,121.5161576
鐵娘子騎士部品1號店站,臺北市大安區辛亥路三段157巷8號(近臥龍公園),台北市,大安區,25.0176764,121.5493896
國立臺北大學臺北校區站,臺北市中山區民生東路三段67號(近龍江公園),台北市,中山區,25.0584331,121.5420931
內湖運動中心站,臺北市內湖區洲子街12號(近洲子街/港墘路口),台北市,內湖區,25.0781572,121.5747702
膜換生騎士部品&機車快速貼膜店站,臺北市信義區松信路23號(近松信路/市民大道六段路口),台北市,信義區,25.0484653,121.5723569
